source_surface,resource,grain,field_name,field_type,semantic_status,navigation_category,navigation_subcategory,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note,navigation_basis,source_statuses,source_types,notes
FRL_LOCAL_CSV,player_match,player_match,accurateCross,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,player_fixture,OBSERVATION,player_identity_to_player_match_observations,TRUE,Player-match observations require verified player and fixture identity.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attOboxOwnGoal,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=LONG_RUN; seasons=5/10
FRL_LOCAL_CSV,team_match,team_match,attObxdLeft,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attObxdRight,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attOneOnOne,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attOpenplay,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attPenGoal,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attPenMiss,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=LONG_RUN; seasons=8/10
FRL_LOCAL_CSV,team_match,team_match,attPenPost,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=LONG_RUN; seasons=9/10
FRL_LOCAL_CSV,team_match,team_match,attPenTarget,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attPostHigh,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attPostLeft,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attPostRight,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attSetpiece,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attemptedTackleFoul,unknown,UNCATALOGUED,Discipline,Cards / fouls,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attemptsConcededIbox,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attemptsConcededObox,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attemptsIbox,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attemptsObox,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,attendance,unknown,retained,Tactical & Match Context,Match / tactical context,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,backwardPass,unknown,UNCATALOGUED,Passing & Distribution,Passing / distribution,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,ballRecovery,unknown,UNCATALOGUED,Possession & Ball Security,Possession / security,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,bigChanceCreated,unknown,exposed,Chance Creation,Creation / chance generation,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,bigChanceMissed,unknown,exposed,Chance Creation,Creation / chance generation,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,bigChanceScored,unknown,UNCATALOGUED,Chance Creation,Creation / chance generation,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,blockedCross,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,blockedPass,unknown,UNCATALOGUED,Passing & Distribution,Passing / distribution,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,blockedScoringAtt,unknown,exposed,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,challengeLost,unknown,UNCATALOGUED,Duels & Aerials,Duels / aerial play,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,clearanceOffLine,unknown,UNCATALOGUED,Defending,Defensive actions,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,contentiousDecision,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,cornerTaken,unknown,exposed,Crossing & Set Pieces,Crossing / set pieces,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,crosses18yard,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,crosses18yardplus,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,defenderGoals,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,dispossessed,unknown,UNCATALOGUED,Possession & Ball Security,Possession / security,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,divingSave,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,duelLost,unknown,UNCATALOGUED,Duels & Aerials,Duels / aerial play,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,duelWon,unknown,UNCATALOGUED,Duels & Aerials,Duels / aerial play,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,effectiveBlockedCross,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,effectiveClearance,unknown,exposed,Defending,Defensive actions,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,effectiveHeadClearance,unknown,UNCATALOGUED,Defending,Defensive actions,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,errorLeadToGoal,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,errorLeadToShot,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,expectedAssists,unknown,exposed,Chance Creation,Creation / chance generation,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=LONG_RUN; seasons=8/10
FRL_LOCAL_CSV,team_match,team_match,expectedGoals,unknown,exposed,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=LONG_RUN; seasons=8/10
FRL_LOCAL_CSV,team_match,team_match,expectedGoalsFreekick,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=LONG_RUN; seasons=8/10
FRL_LOCAL_CSV,team_match,team_match,expectedGoalsOnTarget,unknown,exposed,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=LONG_RUN; seasons=8/10
FRL_LOCAL_CSV,team_match,team_match,expectedGoalsOnTargetConceded,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=LONG_RUN; seasons=8/10
FRL_LOCAL_CSV,team_match,team_match,fiftyFifty,unknown,UNCATALOGUED,Duels & Aerials,Duels / aerial play,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=INTERMITTENT; seasons=3/10
FRL_LOCAL_CSV,team_match,team_match,finalThirdEntries,unknown,UNCATALOGUED,Chance Creation,Creation / chance generation,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,fkFoulLost,unknown,exposed,Discipline,Cards / fouls,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,fkFoulWon,unknown,exposed,Discipline,Cards / fouls,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,forwardGoals,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,foulThrowIn,unknown,UNCATALOGUED,Discipline,Cards / fouls,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,fouledFinalThird,unknown,UNCATALOGUED,Discipline,Cards / fouls,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,freekickCross,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,freekickTotal,unknown,UNCATALOGUED,Crossing & Set Pieces,Crossing / set pieces,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,fwdPass,unknown,UNCATALOGUED,Passing & Distribution,Passing / distribution,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,gameweek,unknown,exposed,Tactical & Match Context,Match / tactical context,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalAssist,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalAssistDeadball,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalAssistIntentional,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalAssistOpenplay,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalAssistSetplay,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalFastbreak,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalKicks,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalsAgainst,unknown,retained,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalsFor,unknown,retained,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goalsOpenplay,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,goodHighClaim,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,ground,unknown,retained,Tactical & Match Context,Match / tactical context,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,halfTimeAgainst,unknown,retained,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,halfTimeFor,unknown,retained,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,retained,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,handBall,unknown,UNCATALOGUED,Unclassified Review,Needs manual navigation review,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,headClearance,unknown,UNCATALOGUED,Defending,Defensive actions,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,hitWoodwork,unknown,UNCATALOGUED,Shooting & Finishing,Shooting / finishing,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,interception,unknown,exposed,Defending,Defensive actions,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,interceptionWon,unknown,exposed,Defending,Defensive actions,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,exposed,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,interceptionsInBox,unknown,UNCATALOGUED,Defending,Defensive actions,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
FRL_LOCAL_CSV,team_match,team_match,keeperGoals,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=LONG_RUN; seasons=5/10
FRL_LOCAL_CSV,team_match,team_match,keeperThrows,unknown,UNCATALOGUED,Goalkeeping,Goalkeeping,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.,heuristic navigation only; semantic approval unchanged,UNCATALOGUED,unknown,coverage=CORE_DECADE; seasons=10/10
