path,type,target_field_hits,likely_key_hits
players\Jaydee_Canvot_651426\2025-26_gw_stats.csv,csv,position,
players\Jayden_Bogle_226182\2025-26_gw_stats.csv,csv,position,
players\Jayden_Danns_500058\2025-26_gw_stats.csv,csv,position,
players\Jayden_Lienou_643970\2025-26_gw_stats.csv,csv,position,
players\Jayden_Meghoma_499717\2025-26_gw_stats.csv,csv,position,
players\Jaydon_Banel_551206\2025-26_gw_stats.csv,csv,position,
players\Jaydon_Jones_571087\2025-26_gw_stats.csv,csv,position,
players\Jean-Clair_Todibo_462116\2025-26_gw_stats.csv,csv,position,
players\Jean-Philippe_Mateta_231747\2025-26_gw_stats.csv,csv,position,
players\Jean-Ricner_Bellegarde_231057\2025-26_gw_stats.csv,csv,position,
players\Jefferson_Lerma_Solís_152551\2025-26_gw_stats.csv,csv,position,
players\Jenson_Jones_232356\2025-26_gw_stats.csv,csv,position,
players\Jenson_Metcalfe_491557\2025-26_gw_stats.csv,csv,position,
players\Jenson_Seelt_519634\2025-26_gw_stats.csv,csv,position,
players\Jeremie_Frimpong_216094\2025-26_gw_stats.csv,csv,position,
players\Jeremy_Sarmiento_Morante_441192\2025-26_gw_stats.csv,csv,position,
players\Jerome_Abbey_685628\2025-26_gw_stats.csv,csv,position,
players\Jesse_Derry_619734\2025-26_gw_stats.csv,csv,position,
players\Jesurun_Rak-Sakyi_450542\2025-26_gw_stats.csv,csv,position,
players\Jhon_Arias_230376\2025-26_gw_stats.csv,csv,position,
players\Jim_Thwaites_576634\2025-26_gw_stats.csv,csv,position,
players\Jimmy_Sinclair_590040\2025-26_gw_stats.csv,csv,position,
players\Joachim_Andersen_174874\2025-26_gw_stats.csv,csv,position,
players\Joe_Anderson_232820\2025-26_gw_stats.csv,csv,position,
players\Joe_Gauci_462492\2025-26_gw_stats.csv,csv,position,
players\Joe_Gelhardt_462635\2025-26_gw_stats.csv,csv,position,
players\Joe_Gomez_171287\2025-26_gw_stats.csv,csv,position,
players\Joe_Hodge_240299\2025-26_gw_stats.csv,csv,position,
players\Joe_Knight_567121\2025-26_gw_stats.csv,csv,position,
players\Joe_Rodon_214225\2025-26_gw_stats.csv,csv,position,
players\Joe_White_461484\2025-26_gw_stats.csv,csv,position,
players\Joe_Willock_200089\2025-26_gw_stats.csv,csv,position,
players\Joe_Worrall_208912\2025-26_gw_stats.csv,csv,position,
players\Joelinton_Cássio_Apolinário_de_Lira_180974\2025-26_gw_stats.csv,csv,position,
players\John_McGinn_122806\2025-26_gw_stats.csv,csv,position,
players\John_Ruddy_19236\2025-26_gw_stats.csv,csv,position,
players\John_Stones_97299\2025-26_gw_stats.csv,csv,position,
players\John_Victor_Maciel_Furtado_221389\2025-26_gw_stats.csv,csv,position,
players\Jonah_Kusi-Asare_631786\2025-26_gw_stats.csv,csv,position,
players\Jordan_Beyer_241231\2025-26_gw_stats.csv,csv,position,
players\Jordan_Henderson_56979\2025-26_gw_stats.csv,csv,position,
players\Jordan_Pickford_111234\2025-26_gw_stats.csv,csv,position,
players\Jorge_Cuenca_Barreno_246301\2025-26_gw_stats.csv,csv,position,
players\Jorrel_Hato_551210\2025-26_gw_stats.csv,csv,position,
players\Josh_Acheampong_577016\2025-26_gw_stats.csv,csv,position,
players\Josh_Cullen_172567\2025-26_gw_stats.csv,csv,position,
players\Josh_Dasilva_183656\2025-26_gw_stats.csv,csv,position,
players\Josh_Gracey_627888\2025-26_gw_stats.csv,csv,position,
players\Josh_King_577725\2025-26_gw_stats.csv,csv,position,
players\Josh_Laurent_167887\2025-26_gw_stats.csv,csv,position,
players\Josh_Nichols_499167\2025-26_gw_stats.csv,csv,position,
players\Joshua_Stephenson_649240\2025-26_gw_stats.csv,csv,position,
players\Joshua_Zirkzee_458249\2025-26_gw_stats.csv,csv,position,
players\José_Malheiro_de_Sá_149065\2025-26_gw_stats.csv,csv,position,
players\João_Maria_Lobo_Alves_Palhares_Costa_Palhinha_Gonçalves_154296\2025-26_gw_stats.csv,csv,position,
players\João_Pedro_Ferreira_da_Silva_510500\2025-26_gw_stats.csv,csv,position,
players\João_Pedro_Junqueira_de_Jesus_475168\2025-26_gw_stats.csv,csv,position,
players\João_Victor_Gomes_da_Silva_448089\2025-26_gw_stats.csv,csv,position,
players\João_Victor_de_Souza_Menezes_616221\2025-26_gw_stats.csv,csv,position,
players\Joél_Drakes-Thomas_672492\2025-26_gw_stats.csv,csv,position,
players\Joël_Piroe_235826\2025-26_gw_stats.csv,csv,position,
players\Joël_Veltman_111478\2025-26_gw_stats.csv,csv,position,
players\Joško_Gvardiol_477424\2025-26_gw_stats.csv,csv,position,
players\Julian_Eyestone_535017\2025-26_gw_stats.csv,csv,position,
players\Julio_Enciso_Espínola_474120\2025-26_gw_stats.csv,csv,position,
players\Julio_Soler_Barreto_575901\2025-26_gw_stats.csv,csv,position,
players\Julián_Araujo_Zúñiga_436893\2025-26_gw_stats.csv,csv,position,
players\Junai_Byfield_640419\2025-26_gw_stats.csv,csv,position,
players\Junior_Kroupi_560262\2025-26_gw_stats.csv,csv,position,
players\Jurriën_Timber_445122\2025-26_gw_stats.csv,csv,position,
players\Justin_Devenny_489706\2025-26_gw_stats.csv,csv,position,
players\Justin_Kluivert_222683\2025-26_gw_stats.csv,csv,position,
players\Jérémy_Doku_248875\2025-26_gw_stats.csv,csv,position,
players\Jørgen_Strand_Larsen_247412\2025-26_gw_stats.csv,csv,position,
players\Kadan_Young_537403\2025-26_gw_stats.csv,csv,position,
players\Kaden_Rodney_530318\2025-26_gw_stats.csv,csv,position,
players\Kaelan_Casey_518438\2025-26_gw_stats.csv,csv,position,
players\Kai_Havertz_219847\2025-26_gw_stats.csv,csv,position,
players\Kalvin_Phillips_155405\2025-26_gw_stats.csv,csv,position,
players\Karl_Darlow_59735\2025-26_gw_stats.csv,csv,position,
players\Karl_Hein_463748\2025-26_gw_stats.csv,csv,position,
players\Kaye_Furo_593174\2025-26_gw_stats.csv,csv,position,
players\Keane_Lewis-Potter_249231\2025-26_gw_stats.csv,csv,position,
players\Keiber_Lamadrid_572702\2025-26_gw_stats.csv,csv,position,
players\Kendry_Páez_Andrade_611134\2025-26_gw_stats.csv,csv,position,
players\Kenny_Tete_167074\2025-26_gw_stats.csv,csv,position,
players\Kepa_Arrizabalaga_Revuelta_109745\2025-26_gw_stats.csv,csv,position,
players\Kevin_Danso_135720\2025-26_gw_stats.csv,csv,position,
players\Kevin_Santos_Lopes_de_Macedo_560552\2025-26_gw_stats.csv,csv,position,
players\Kevin_Schade_513418\2025-26_gw_stats.csv,csv,position,
players\Ki-Jana_Hoever_441271\2025-26_gw_stats.csv,csv,position,
players\Kian_McMahon-Brown_644593\2025-26_gw_stats.csv,csv,position,
players\Kieran_Morrison_596042\2025-26_gw_stats.csv,csv,position,
players\Kieran_Trippier_77794\2025-26_gw_stats.csv,csv,position,
players\Kiernan_Dewsbury-Hall_215413\2025-26_gw_stats.csv,csv,position,
players\Kim_Ji-soo_570241\2025-26_gw_stats.csv,csv,position,
players\Kjell_Scherpen_240514\2025-26_gw_stats.csv,csv,position,
players\Kobbie_Mainoo_516895\2025-26_gw_stats.csv,csv,position,
players\Konstantinos_Mavropanos_233963\2025-26_gw_stats.csv,csv,position,
players\Konstantinos_Tsimikas_214285\2025-26_gw_stats.csv,csv,position,
players\Kristoffer_Ajer_191866\2025-26_gw_stats.csv,csv,position,
players\Krisztián_Hegyi_483364\2025-26_gw_stats.csv,csv,position,
players\Kyle_Walker-Peters_158534\2025-26_gw_stats.csv,csv,position,
players\Kyle_Walker_58621\2025-26_gw_stats.csv,csv,position,
players\Ladislav_Krejcí_431248\2025-26_gw_stats.csv,csv,position,
players\Lamare_Bogarde_515597\2025-26_gw_stats.csv,csv,position,
players\Lamin_Sillah_687076\2025-26_gw_stats.csv,csv,position,
players\Landon_Emenalo_611912\2025-26_gw_stats.csv,csv,position,
players\Largie_Ramazani_433952\2025-26_gw_stats.csv,csv,position,
players\Leander_Dendoncker_151589\2025-26_gw_stats.csv,csv,position,
players\Leandro_Trossard_116216\2025-26_gw_stats.csv,csv,position,
players\Leny_Yoro_550864\2025-26_gw_stats.csv,csv,position,
players\Leo_Fuhr_Hjelde_477547\2025-26_gw_stats.csv,csv,position,
players\Leo_Shahar_553746\2025-26_gw_stats.csv,csv,position,
players\Leon_Bailey_215711\2025-26_gw_stats.csv,csv,position,
players\Leon_Chiwome_589507\2025-26_gw_stats.csv,csv,position,
players\Leon_Routh_664015\2025-26_gw_stats.csv,csv,position,
players\Lesley_Ugochukwu_503714\2025-26_gw_stats.csv,csv,position,
players\Levi_Samuels_Colwill_460028\2025-26_gw_stats.csv,csv,position,
players\Lewis_Cook_155408\2025-26_gw_stats.csv,csv,position,
players\Lewis_Dobbin_461421\2025-26_gw_stats.csv,csv,position,
players\Lewis_Dunk_83299\2025-26_gw_stats.csv,csv,position,
players\Lewis_Hall_487838\2025-26_gw_stats.csv,csv,position,
players\Lewis_Miley_547719\2025-26_gw_stats.csv,csv,position,
players\Lewis_OBrien_243345\2025-26_gw_stats.csv,csv,position,
players\Lewis_Orford_518442\2025-26_gw_stats.csv,csv,position,
players\Liam_Delap_463034\2025-26_gw_stats.csv,csv,position,
players\Lino_da_Cruz_Sousa_514315\2025-26_gw_stats.csv,csv,position,
players\Lisandro_Martínez_221820\2025-26_gw_stats.csv,csv,position,
players\Lorenzo_Lucca_469130\2025-26_gw_stats.csv,csv,position,
players\Loum_Tchaouna_469272\2025-26_gw_stats.csv,csv,position,
players\Luca_Koleosho_487702\2025-26_gw_stats.csv,csv,position,
players\Luca_Netz_470315\2025-26_gw_stats.csv,csv,position,
players\Lucas_Bergvall_570526\2025-26_gw_stats.csv,csv,position,
players\Lucas_Digne_101188\2025-26_gw_stats.csv,csv,position,
players\Lucas_Estella_Perri_201595\2025-26_gw_stats.csv,csv,position,
players\Lucas_Pires_Silva_549329\2025-26_gw_stats.csv,csv,position,
players\Lucas_Tolentino_Coelho_de_Lima_224024\2025-26_gw_stats.csv,csv,position,
players\Lucá_Williams-Barnett_611917\2025-26_gw_stats.csv,csv,position,
players\Luis_Díaz_Marulanda_244731\2025-26_gw_stats.csv,csv,position,
players\Luis_Eduardo_Soares_da_Silva_560441\2025-26_gw_stats.csv,csv,position,
players\Luis_Guilherme_Lira_dos_Santos_577114\2025-26_gw_stats.csv,csv,position,
players\Luis_Sinisterra_Lucumí_224995\2025-26_gw_stats.csv,csv,position,
players\Luka_Bentt_559610\2025-26_gw_stats.csv,csv,position,
players\Luka_Vušković_610799\2025-26_gw_stats.csv,csv,position,
players\Lukas_Nmecha_174594\2025-26_gw_stats.csv,csv,position,
players\Lukasz_Fabianski_37096\2025-26_gw_stats.csv,csv,position,
players\Luke_Harris_515024\2025-26_gw_stats.csv,csv,position,
players\Luke_ONien_167512\2025-26_gw_stats.csv,csv,position,
players\Luke_Rawlings_605319\2025-26_gw_stats.csv,csv,position,
players\Luke_Shaw_106760\2025-26_gw_stats.csv,csv,position,
players\Lutsharel_Geertruida_247955\2025-26_gw_stats.csv,csv,position,
players\Luís_Hemir_Silva_Semedo_551153\2025-26_gw_stats.csv,csv,position,
players\Lyle_Foster_435973\2025-26_gw_stats.csv,csv,position,
players\Mads_Hermansen_467189\2025-26_gw_stats.csv,csv,position,
players\Mads_Roerslev_Rasmussen_226956\2025-26_gw_stats.csv,csv,position,
players\Malcolm_Ebiowei_450535\2025-26_gw_stats.csv,csv,position,
players\Malcom_DaCosta_678552\2025-26_gw_stats.csv,csv,position,
players\Maldini_Kacurri_588793\2025-26_gw_stats.csv,csv,position,
players\Malick_Thiaw_465642\2025-26_gw_stats.csv,csv,position,
players\Malick_Yalcouyé_611695\2025-26_gw_stats.csv,csv,position,
players\Malo_Gusto_482609\2025-26_gw_stats.csv,csv,position,
players\Mamadou_Sarr_574458\2025-26_gw_stats.csv,csv,position,
players\Manor_Solomon_235674\2025-26_gw_stats.csv,csv,position,
players\Manuel_Akanji_211975\2025-26_gw_stats.csv,csv,position,
players\Manuel_Benson_Hedilazio_183751\2025-26_gw_stats.csv,csv,position,
players\Manuel_Ugarte_Ribeiro_232112\2025-26_gw_stats.csv,csv,position,
players\Marc_Cucurella_Saseta_179268\2025-26_gw_stats.csv,csv,position,
players\Marc_Guiu_Paz_499309\2025-26_gw_stats.csv,csv,position,
players\Marc_Guéhi_209036\2025-26_gw_stats.csv,csv,position,
players\Marco_Bizot_72147\2025-26_gw_stats.csv,csv,position,
players\Marcos_Senesi_Barón_221466\2025-26_gw_stats.csv,csv,position,
players\Marcus_Bettinelli_122074\2025-26_gw_stats.csv,csv,position,
players\Marcus_Edwards_174592\2025-26_gw_stats.csv,csv,position,
players\Marcus_Rashford_176297\2025-26_gw_stats.csv,csv,position,
players\Marcus_Tavernier_201658\2025-26_gw_stats.csv,csv,position,
players\Mark_Gillespie_81441\2025-26_gw_stats.csv,csv,position,
players\Mark_Travers_229600\2025-26_gw_stats.csv,csv,position,
players\Marko_Stamenić_495161\2025-26_gw_stats.csv,csv,position,
players\Marli_Salmon_616065\2025-26_gw_stats.csv,csv,position,
players\Marshall_Munetsi_433312\2025-26_gw_stats.csv,csv,position,
players\Martial_Godo_573062\2025-26_gw_stats.csv,csv,position,
players\Martin_Dúbravka_67089\2025-26_gw_stats.csv,csv,position,
players\Martin_Sherif_536241\2025-26_gw_stats.csv,csv,position,
players\Martin_Ødegaard_184029\2025-26_gw_stats.csv,csv,position,
players\Martín_Zubimendi_Ibáñez_481655\2025-26_gw_stats.csv,csv,position,
players\Mason_Mount_184341\2025-26_gw_stats.csv,csv,position,
players\Matai_Akinmboni_541462\2025-26_gw_stats.csv,csv,position,
players\Mateo_Joseph_Fernández-Regatillo_565297\2025-26_gw_stats.csv,csv,position,
players\Mateo_Kovačić_91651\2025-26_gw_stats.csv,csv,position,
players\Mateus_Gonçalo_Espanha_Fernandes_551226\2025-26_gw_stats.csv,csv,position,
players\Mateus_Mané_647671\2025-26_gw_stats.csv,csv,position,
players\Matheus_França_de_Oliveira_536694\2025-26_gw_stats.csv,csv,position,
players\Matheus_Nunes_465351\2025-26_gw_stats.csv,csv,position,
players\Matheus_Santos_Carneiro_da_Cunha_430871\2025-26_gw_stats.csv,csv,position,
players\Mathias_Jensen_207283\2025-26_gw_stats.csv,csv,position,
players\Mathis_Eboué_671606\2025-26_gw_stats.csv,csv,position,
players\Mathys_Tel_511499\2025-26_gw_stats.csv,csv,position,
players\Mats_Wieffer_467779\2025-26_gw_stats.csv,csv,position,
players\Matt_Doherty_87835\2025-26_gw_stats.csv,csv,position,
players\Matt_ORiley_219249\2025-26_gw_stats.csv,csv,position,
players\Matt_Targett_169359\2025-26_gw_stats.csv,csv,position,
players\Matt_Turner_224068\2025-26_gw_stats.csv,csv,position,
players\Matthew_Cox_503300\2025-26_gw_stats.csv,csv,position,
players\Matthijs_de_Ligt_209365\2025-26_gw_stats.csv,csv,position,
players\Matty_Cash_199796\2025-26_gw_stats.csv,csv,position,
players\Matz_Sels_85633\2025-26_gw_stats.csv,csv,position,
players\Max_Alleyne_494307\2025-26_gw_stats.csv,csv,position,
players\Max_Dowman_616077\2025-26_gw_stats.csv,csv,position,
players\Max_Merrick_518335\2025-26_gw_stats.csv,csv,position,
players\Max_Weiß_518030\2025-26_gw_stats.csv,csv,position,
players\Maxence_Lacroix_437499\2025-26_gw_stats.csv,csv,position,
players\Maxim_De_Cuyper_465730\2025-26_gw_stats.csv,csv,position,
players\Maxime_Estève_477717\2025-26_gw_stats.csv,csv,position,
players\Maximilian_Kilman_214048\2025-26_gw_stats.csv,csv,position,
players\Maxwel_Cornet_149519\2025-26_gw_stats.csv,csv,position,
players\Melker_Ellborg_515046\2025-26_gw_stats.csv,csv,position,
players\Merlin_Röhl_513466\2025-26_gw_stats.csv,csv,position,
players\Michael_Kayode_607464\2025-26_gw_stats.csv,csv,position,
players\Michael_Keane_106611\2025-26_gw_stats.csv,csv,position,
players\Michael_Obafemi_220598\2025-26_gw_stats.csv,csv,position,
players\Micky_van_de_Ven_491279\2025-26_gw_stats.csv,csv,position,
players\Mike_Penders_549939\2025-26_gw_stats.csv,csv,position,
players\Mike_Trésor_Ndayishimiye_437748\2025-26_gw_stats.csv,csv,position,
players\Mikel_Merino_Zazón_195384\2025-26_gw_stats.csv,csv,position,
players\Mikey_Moore_499721\2025-26_gw_stats.csv,csv,position,
players\Mikkel_Damsgaard_440089\2025-26_gw_stats.csv,csv,position,
players\Milan_Aleksić_626844\2025-26_gw_stats.csv,csv,position,
players\Milos_Kerkez_544877\2025-26_gw_stats.csv,csv,position,
players\Miodrag_Pivaš_578512\2025-26_gw_stats.csv,csv,position,
players\Mitoma_Kaoru_451340\2025-26_gw_stats.csv,csv,position,
players\Mohamadou_Kanté_630699\2025-26_gw_stats.csv,csv,position,
players\Mohamed_Salah_118748\2025-26_gw_stats.csv,csv,position,
players\Mohammed_Kudus_460842\2025-26_gw_stats.csv,csv,position,
players\Moisés_Caicedo_Corozo_486672\2025-26_gw_stats.csv,csv,position,
players\Morgan_Gibbs-White_222531\2025-26_gw_stats.csv,csv,position,
players\Morgan_Rogers_244850\2025-26_gw_stats.csv,csv,position,
players\Murillo_Costa_dos_Santos_575476\2025-26_gw_stats.csv,csv,position,
players\Mykhailo_Mudryk_465920\2025-26_gw_stats.csv,csv,position,
players\Myles_Lewis-Skelly_499169\2025-26_gw_stats.csv,csv,position,
players\Myles_Peart-Harris_450539\2025-26_gw_stats.csv,csv,position,
players\Naouirou_Ahamada_466117\2025-26_gw_stats.csv,csv,position,
players\Nathan_Aké_126184\2025-26_gw_stats.csv,csv,position,
players\Nathan_Collins_432830\2025-26_gw_stats.csv,csv,position,
players\Nathan_Fraser_531363\2025-26_gw_stats.csv,csv,position,
players\Nathan_Patterson_243571\2025-26_gw_stats.csv,csv,position,
players\Nathaniel_Clyne_57328\2025-26_gw_stats.csv,csv,position,
players\Nayef_Aguerd_210494\2025-26_gw_stats.csv,csv,position,
players\Nazarii_Rusyn_440955\2025-26_gw_stats.csv,csv,position,
players\Neco_Williams_215136\2025-26_gw_stats.csv,csv,position,
players\Nectarios_Triantis_500696\2025-26_gw_stats.csv,csv,position,
players\Nehemiah_Oriola_556637\2025-26_gw_stats.csv,csv,position,
players\Niall_Huggins_492066\2025-26_gw_stats.csv,csv,position,
players\Nick_Pope_98747\2025-26_gw_stats.csv,csv,position,
players\Nick_Woltemade_470313\2025-26_gw_stats.csv,csv,position,
players\Niclas_Füllkrug_91889\2025-26_gw_stats.csv,csv,position,
players\Nico_González_Iglesias_465694\2025-26_gw_stats.csv,csv,position,
players\Nico_OReilly_472769\2025-26_gw_stats.csv,csv,position,
players\Nicolas_Jackson_517052\2025-26_gw_stats.csv,csv,position,
players\Nicolás_Domínguez_250199\2025-26_gw_stats.csv,csv,position,
players\Nicolò_Savona_500151\2025-26_gw_stats.csv,csv,position,
players\Nikola_Milenković_227444\2025-26_gw_stats.csv,csv,position,
players\Nilson_Angulo_536661\2025-26_gw_stats.csv,csv,position,
players\Noah_Okafor_435997\2025-26_gw_stats.csv,csv,position,
players\Noah_Sadiki_577669\2025-26_gw_stats.csv,csv,position,
players\Noni_Madueke_248857\2025-26_gw_stats.csv,csv,position,
players\Norberto_Bercique_Gomes_Betuncal_486385\2025-26_gw_stats.csv,csv,position,
players\Norberto_Murara_Neto_69752\2025-26_gw_stats.csv,csv,position,
players\Nordi_Mukiele_200834\2025-26_gw_stats.csv,csv,position,
players\Noussair_Mazraoui_230001\2025-26_gw_stats.csv,csv,position,
players\Odsonne_Édouard_199670\2025-26_gw_stats.csv,csv,position,
players\Odysseas_Vlachodimos_111452\2025-26_gw_stats.csv,csv,position,
players\Ola_Aina_159506\2025-26_gw_stats.csv,csv,position,
players\Oleksandr_Zinchenko_206325\2025-26_gw_stats.csv,csv,position,
players\Oliver_Pimlott_647960\2025-26_gw_stats.csv,csv,position,
players\Oliver_Sonne_519895\2025-26_gw_stats.csv,csv,position,
players\Olivier_Boscagli_204120\2025-26_gw_stats.csv,csv,position,
players\Ollie_Scarles_536109\2025-26_gw_stats.csv,csv,position,
players\Ollie_Shield_494556\2025-26_gw_stats.csv,csv,position,
players\Ollie_Watkins_178301\2025-26_gw_stats.csv,csv,position,
players\Oluwaseun_Adewumi_576323\2025-26_gw_stats.csv,csv,position,
players\Omar_Alderete_201895\2025-26_gw_stats.csv,csv,position,
players\Omar_Marmoush_438234\2025-26_gw_stats.csv,csv,position,
players\Omar_Richards_204822\2025-26_gw_stats.csv,csv,position,
players\Omari_Hutchinson_503301\2025-26_gw_stats.csv,csv,position,
players\Oscar_Bobb_477555\2025-26_gw_stats.csv,csv,position,
players\Owen_Bevan_518906\2025-26_gw_stats.csv,csv,position,
players\Owen_Dodgson_461567\2025-26_gw_stats.csv,csv,position,
players\Pablo_Felipe_Pereira_de_Jesus_530335\2025-26_gw_stats.csv,csv,position,
players\Pape_Matar_Sarr_482442\2025-26_gw_stats.csv,csv,position,
players\Paris_Maghoma_220695\2025-26_gw_stats.csv,csv,position,
players\Pascal_Groß_60307\2025-26_gw_stats.csv,csv,position,
players\Pascal_Struijk_222694\2025-26_gw_stats.csv,csv,position,
players\Patrick_Bamford_106617\2025-26_gw_stats.csv,csv,position,
players\Patrick_Dorgu_596777\2025-26_gw_stats.csv,csv,position,
players\Patrick_Roberts_124165\2025-26_gw_stats.csv,csv,position,
players\Pau_Torres_244954\2025-26_gw_stats.csv,csv,position,
players\Pedro_Cardoso_de_Lima_641221\2025-26_gw_stats.csv,csv,position,
players\Pedro_Lomba_Neto_247632\2025-26_gw_stats.csv,csv,position,
players\Pedro_Porro_Sauceda_441164\2025-26_gw_stats.csv,csv,position,
players\Pervis_Estupiñán_Tenorio_204214\2025-26_gw_stats.csv,csv,position,
players\Phil_Foden_209244\2025-26_gw_stats.csv,csv,position,
players\Philip_Billing_168991\2025-26_gw_stats.csv,csv,position,
players\Piero_Hincapié_448104\2025-26_gw_stats.csv,csv,position,
players\Pierre_Ekwah_Elimby_458297\2025-26_gw_stats.csv,csv,position,
players\Quilindschy_Hartman_494960\2025-26_gw_stats.csv,csv,position,
players\Radu_Drăgușin_493125\2025-26_gw_stats.csv,csv,position,
players\Randal_Kolo_Muani_247693\2025-26_gw_stats.csv,csv,position,
players\Rasmus_Højlund_497894\2025-26_gw_stats.csv,csv,position,
players\Rayan_Aït-Nouri_448514\2025-26_gw_stats.csv,csv,position,
players\Rayan_Cherki_466052\2025-26_gw_stats.csv,csv,position,
players\Rayan_Vitor_Simplício_Rocha_499604\2025-26_gw_stats.csv,csv,position,
players\Raúl_Jiménez_Rodríguez_102057\2025-26_gw_stats.csv,csv,position,
players\Reece_James_225796\2025-26_gw_stats.csv,csv,position,
players\Reece_Welch_474907\2025-26_gw_stats.csv,csv,position,
players\Reigan_Heskey_580921\2025-26_gw_stats.csv,csv,position,
players\Reinildo_Mandava_434399\2025-26_gw_stats.csv,csv,position,
players\Reiss_Nelson_200641\2025-26_gw_stats.csv,csv,position,
players\Remi_Matthews_169593\2025-26_gw_stats.csv,csv,position,
players\Remy_Rees-Dottin_606774\2025-26_gw_stats.csv,csv,position,
players\Rhys_Chadwick_577978\2025-26_gw_stats.csv,csv,position,
players\Rhys_Williams_219937\2025-26_gw_stats.csv,csv,position,
players\Riccardo_Calafiori_466075\2025-26_gw_stats.csv,csv,position,
players\Richarlison_de_Andrade_212319\2025-26_gw_stats.csv,csv,position,
players\Rico_Henry_194010\2025-26_gw_stats.csv,csv,position,
players\Rico_Lewis_477064\2025-26_gw_stats.csv,csv,position,
players\Riley_Owen_547671\2025-26_gw_stats.csv,csv,position,
players\Rio_Cardines_590014\2025-26_gw_stats.csv,csv,position,
players\Rio_Kyerematen_536134\2025-26_gw_stats.csv,csv,position,
players\Rio_Ngumoha_611922\2025-26_gw_stats.csv,csv,position,
players\Rob_Holding_156074\2025-26_gw_stats.csv,csv,position,
players\Robert_Lynch_Sánchez_215059\2025-26_gw_stats.csv,csv,position,
players\Robin_Roefs_498016\2025-26_gw_stats.csv,csv,position,
players\Rodrigo_Bentancur_202993\2025-26_gw_stats.csv,csv,position,
players\Rodrigo_Martins_Gomes_483081\2025-26_gw_stats.csv,csv,position,
players\Rodrigo_Muniz_Carvalho_244042\2025-26_gw_stats.csv,csv,position,
players\Rodrigo_Rodri_Hernandez_Cascante_220566\2025-26_gw_stats.csv,csv,position,
players\Romain_Esse_606921\2025-26_gw_stats.csv,csv,position,
players\Romain_Faivre_441240\2025-26_gw_stats.csv,csv,position,
players\Romaine_Mundle_461199\2025-26_gw_stats.csv,csv,position,
players\Roman_Dixon_496178\2025-26_gw_stats.csv,csv,position,
players\Romelle_Donovan_606689\2025-26_gw_stats.csv,csv,position,
players\Roméo_Lavia_514356\2025-26_gw_stats.csv,csv,position,
players\Ronnie_Hollingshead_516875\2025-26_gw_stats.csv,csv,position,
players\Ross_Barkley_88894\2025-26_gw_stats.csv,csv,position,
players\Ryan_Christie_158499\2025-26_gw_stats.csv,csv,position,
players\Ryan_Gravenberch_441266\2025-26_gw_stats.csv,csv,position,
players\Ryan_Kavuma-McQueen_616286\2025-26_gw_stats.csv,csv,position,
players\Ryan_McAidoo_616288\2025-26_gw_stats.csv,csv,position,
players\Ryan_Sessegnon_184349\2025-26_gw_stats.csv,csv,position,
players\Ryan_Trevitt_591357\2025-26_gw_stats.csv,csv,position,
players\Ryan_Yates_204968\2025-26_gw_stats.csv,csv,position,
players\Rúben_dos_Santos_Gato_Alves_Dias_171314\2025-26_gw_stats.csv,csv,position,
players\Saheed_Olagunju_601956\2025-26_gw_stats.csv,csv,position,
players\Sam_Alabi_666607\2025-26_gw_stats.csv,csv,position,
players\Sam_Byram_113564\2025-26_gw_stats.csv,csv,position,
players\Sam_Chambers_565863\2025-26_gw_stats.csv,csv,position,
players\Sam_Greenwood_248937\2025-26_gw_stats.csv,csv,position,
players\Sam_Johnstone_101982\2025-26_gw_stats.csv,csv,position,
players\Sam_Proctor_564505\2025-26_gw_stats.csv,csv,position,
players\Samuel_Amissah_591385\2025-26_gw_stats.csv,csv,position,
players\Samuel_Chukwueze_218328\2025-26_gw_stats.csv,csv,position,
players\Samuel_Iling-Junior_469247\2025-26_gw_stats.csv,csv,position,
players\Sander_Berge_207189\2025-26_gw_stats.csv,csv,position,
players\Sandro_Tonali_432422\2025-26_gw_stats.csv,csv,position,
players\Santiago_Ignacio_Bueno_231480\2025-26_gw_stats.csv,csv,position,
players\Saša_Kalajdžić_429414\2025-26_gw_stats.csv,csv,position,
players\Saša_Lukić_212314\2025-26_gw_stats.csv,csv,position,
players\Sean_Longstaff_180135\2025-26_gw_stats.csv,csv,position,
players\Sean_Neave_599303\2025-26_gw_stats.csv,csv,position,
players\Sebastiaan_Bornauw_437738\2025-26_gw_stats.csv,csv,position,
players\Senne_Lammens_465247\2025-26_gw_stats.csv,csv,position,
players\Sepp_van_den_Berg_444765\2025-26_gw_stats.csv,csv,position,
players\Seth_Ridgeon_619536\2025-26_gw_stats.csv,csv,position,
players\Seung-Soo_Park_623110\2025-26_gw_stats.csv,csv,position,
players\Shea_Lacey_576628\2025-26_gw_stats.csv,csv,position,
players\Shumaira_Mheuka_567119\2025-26_gw_stats.csv,csv,position,
players\Shurandy_Sambo_450072\2025-26_gw_stats.csv,csv,position,
players\Simon_Adingra_535818\2025-26_gw_stats.csv,csv,position,
players\Simon_Moore_74854\2025-26_gw_stats.csv,csv,position,
players\Solly_March_109345\2025-26_gw_stats.csv,csv,position,
players\Son_Heung-min_85971\2025-26_gw_stats.csv,csv,position,
players\Soungoutou_Magassa_564940\2025-26_gw_stats.csv,csv,position,
players\Stefan_Bajčetić_Maquieira_535928\2025-26_gw_stats.csv,csv,position,
