season,source_player_id,team_name,display_name,first_name,last_name,nationality,nationality_code,birth_date,birth_country,preferred_foot,height_cm,weight_kg,shirt_number,join_date,on_loan,source_file
2019-20,39155,Liverpool,Adam Lallana,Adam,Lallana,England,GB-ENG,1988-05-10,England,Both,172.0,73.0,20.0,2014-07-01,False,Liverpool_14/squad/2019-20_squad.csv
2019-20,39194,Spurs,Jan Vertonghen,Jan,Vertonghen,Belgium,BE,1987-04-24,Belgium,Left,189.0,87.0,5.0,2012-07-12,False,Spurs_6/squad/2019-20_squad.csv
2019-20,39215,Spurs,Michel Vorm,Michel,Vorm,Netherlands,NL,1983-10-20,Netherlands,,183.0,84.0,13.0,2019-10-15,False,Spurs_6/squad/2019-20_squad.csv
2019-20,39476,Arsenal,Sokratis,Sokratis,Papastathopoulos,Greece,GR,1988-06-09,Greece,Right,186.0,85.0,5,2018-07-02,False,Arsenal_3/squad/2019-20_squad.csv
2019-20,39487,Burnley,Erik Pieters,Erik,Pieters,Netherlands,NL,1988-08-07,,Left,183.0,84.0,23.0,2019-07-08,False,Burnley_90/squad/2019-20_squad.csv
2019-20,40142,Newcastle,Andy Carroll,Andy,Carroll,England,GB-ENG,1989-01-06,England,Left,193.0,79.0,7.0,2019-08-08,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,40145,Burnley,Jack Cork,Jack,Cork,England,GB-ENG,1989-06-25,,Right,183.0,70.0,4.0,2017-07-11,False,Burnley_90/squad/2019-20_squad.csv
2019-20,40146,Southampton,Ryan Bertrand,Ryan,Bertrand,England,GB-ENG,1989-08-05,,Left,179.0,85.0,3.0,2015-02-01,False,Southampton_20/squad/2019-20_squad.csv
2019-20,40349,Bournemouth,Asmir Begovic,Asmir,Begovic,Bosnia & Herzegovina,BA,1987-06-20,Bosnia and Herzegovina,Right,199.0,101.0,1.0,2017-07-01,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,40383,Southampton,Fraser Forster,Fraser,Forster,England,GB-ENG,1988-03-17,England,Right,201.0,93.0,44.0,2014-08-09,False,Southampton_20/squad/2019-20_squad.csv
2019-20,40386,Sheffield Utd,Chris Basham,Chris,Basham,England,GB-ENG,1988-07-20,,Right,190.0,80.0,6,2014-07-01,False,Sheffield_Utd_49/squad/2019-20_squad.csv
2019-20,40387,Bournemouth,Dan Gosling,Dan,Gosling,England,GB-ENG,1990-02-01,,Right,183.0,79.0,4.0,2014-07-01,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,40564,Villa,Henri Lansbury,Henri,Lansbury,England,GB-ENG,1990-10-12,,Right,183.0,78.0,8,2017-01-20,False,Villa_7/squad/2019-20_squad.csv
2019-20,40669,West Ham,Angelo Ogbonna,Angelo,Ogbonna,Italy,IT,1988-05-23,Italy,Left,191.0,86.0,21,2015-07-10,False,West_Ham_21/squad/2019-20_squad.csv
2019-20,40694,West Ham,Roberto Jiménez,Roberto,Jiménez,Spain,ES,1986-02-10,Spain,Right,192.0,94.0,13,2019-07-01,False,West_Ham_21/squad/2019-20_squad.csv
2019-20,40784,Palace,Mamadou Sakho,Mamadou,Sakho,France,FR,1990-02-13,France,Left,187.0,83.0,12,2017-08-31,False,Palace_31/squad/2019-20_squad.csv
2019-20,40836,Palace,Vicente Guaita,Vicente,Guaita,Spain,ES,1987-01-10,Spain,Right,190.0,81.0,31,2018-07-01,False,Palace_31/squad/2019-20_squad.csv
2019-20,40845,Brighton,Dale Stephens,Dale,Stephens,England,GB-ENG,1989-06-12,England,Right,169.0,71.0,6.0,2014-01-30,False,Brighton_36/squad/2019-20_squad.csv
2019-20,40868,Watford,José Holebas,José,Holebas,Greece,GR,1984-06-27,Germany,Left,184.0,77.0,25.0,2015-07-01,False,Watford_57/squad/2019-20_squad.csv
2019-20,41270,Arsenal,David Luiz,David,Luiz Moreira Marinho,Brazil,BR,1987-04-22,Brazil,Right,189.0,84.0,23,2019-08-08,False,Arsenal_3/squad/2019-20_squad.csv
2019-20,41320,Bournemouth,Charlie Daniels,Charlie,Daniels,England,GB-ENG,1986-09-07,,Left,178.0,75.0,11.0,2012-01-03,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,41328,Chelsea,César Azpilicueta,César,Azpilicueta,Spain,ES,1989-08-28,Spain,Right,178.0,76.0,28.0,2012-08-24,False,Chelsea_8/squad/2019-20_squad.csv
2019-20,41338,Watford,Craig Cathcart,Craig,Cathcart,Northern Ireland,GB-NIR,1989-02-06,,Right,188.0,73.0,15.0,2014-07-01,False,Watford_57/squad/2019-20_squad.csv
2019-20,41674,Burnley,Kevin Long,Kevin,Long,Ireland,IE,1990-08-18,,Right,188.0,83.0,28.0,2010-01-01,False,Burnley_90/squad/2019-20_squad.csv
2019-20,41725,Watford,Troy Deeney,Troy,Deeney,England,GB-ENG,1988-06-29,,Right,183.0,90.0,9.0,2010-08-05,False,Watford_57/squad/2019-20_squad.csv
2019-20,41727,Leicester,Ryan Bennett,Ryan,Bennett,England,GB-ENG,1990-03-06,,Right,188.0,70.0,29.0,2020-01-31,True,Leicester_13/squad/2019-20_squad.csv
2019-20,41727,Wolves,Ryan Bennett,Ryan,Bennett,England,GB-ENG,1990-03-06,,Right,188.0,70.0,5.0,2017-07-01,False,Wolves_39/squad/2019-20_squad.csv
2019-20,41733,Liverpool,Georginio Wijnaldum,Georginio,Wijnaldum,Netherlands,NL,1990-11-11,Netherlands,Right,175.0,69.0,5.0,2016-07-22,False,Liverpool_14/squad/2019-20_squad.csv
2019-20,41823,Everton,Fabian Delph,Fabian,Delph,England,GB-ENG,1989-11-21,England,Left,174.0,60.0,8,2019-07-15,False,Everton_11/squad/2019-20_squad.csv
2019-20,42525,Palace,Stephen Henderson,Stephen,Henderson,Ireland,IE,1988-05-02,,Right,193.0,87.0,19,2019-07-06,False,Palace_31/squad/2019-20_squad.csv
2019-20,42899,Man Utd,Sergio Romero,Sergio,Romero,Argentina,AR,1987-02-22,Argentina,Right,192.0,87.0,22,2015-07-24,False,Man_Utd_1/squad/2019-20_squad.csv
2019-20,43250,Watford,Tom Cleverley,Tom,Cleverley,England,GB-ENG,1989-08-12,England,Right,175.0,67.0,8.0,2017-07-01,False,Watford_57/squad/2019-20_squad.csv
2019-20,43252,Villa,James Chester,James,Chester,Wales,GB-WLS,1989-01-23,England,Right,180.0,75.0,5,2016-08-12,False,Villa_7/squad/2019-20_squad.csv
2019-20,43521,Newcastle,Henri Saivet,Henri,Saivet,Senegal,SN,1990-10-26,,Right,174.0,76.0,28.0,2016-01-11,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,43670,Man Utd,Juan Mata,Juan,Mata,Spain,ES,1988-04-28,Spain,Left,170.0,63.0,8,2014-01-25,False,Man_Utd_1/squad/2019-20_squad.csv
2019-20,44346,Chelsea,Olivier Giroud,Olivier,Giroud,France,FR,1986-09-30,France,Left,192.0,93.0,18.0,2018-01-31,False,Chelsea_8/squad/2019-20_squad.csv
2019-20,44683,Burnley,Jay Rodriguez,Jay,Rodriguez,England,GB-ENG,1989-07-29,,Right,185.0,84.0,19.0,2019-07-09,False,Burnley_90/squad/2019-20_squad.csv
2019-20,44699,Burnley,Ashley Barnes,Ashley,Barnes,England,GB-ENG,1989-10-30,England,Right,186.0,77.0,10.0,2014-01-10,False,Burnley_90/squad/2019-20_squad.csv
2019-20,45268,Spurs,Moussa Sissoko,Moussa,Sissoko,France,FR,1989-08-16,France,Right,187.0,83.0,17.0,2016-08-31,False,Spurs_6/squad/2019-20_squad.csv
2019-20,46483,Leicester,Adrien Silva,Adrien Sebastian,Perruchet Silva,Portugal,PT,1989-03-15,France,Right,175.0,69.0,23.0,2018-01-01,False,Leicester_13/squad/2019-20_squad.csv
2019-20,47247,Sheffield Utd,John Fleck,John,Fleck,Scotland,GB-SCT,1991-08-24,Scotland,Left,170.0,72.0,4,2016-07-08,False,Sheffield_Utd_49/squad/2019-20_squad.csv
2019-20,47390,Villa,Neil Taylor,Neil,Taylor,Wales,GB-WLS,1989-02-07,Wales,Left,176.0,64.0,3,2017-01-31,False,Villa_7/squad/2019-20_squad.csv
2019-20,47431,Chelsea,Willian,Willian,Borges Da Silva,Brazil,BR,1988-08-09,Brazil,Right,175.0,77.0,10.0,2013-08-28,False,Chelsea_8/squad/2019-20_squad.csv
2019-20,48615,Bournemouth,Harry Arter,Harry,Arter,Ireland,IE,1989-12-28,,Left,176.0,70.0,18.0,2010-07-01,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,48717,West Ham,Winston Reid,Winston,Reid,New Zealand,NZ,1988-07-03,,Right,190.0,87.0,2,2010-08-05,False,West_Ham_21/squad/2019-20_squad.csv
2019-20,49013,Chelsea,Victor Moses,Victor,Moses,Nigeria,NG,1990-12-12,Nigeria,Right,177.0,79.0,15.0,2012-08-24,False,Chelsea_8/squad/2019-20_squad.csv
2019-20,49083,Sheffield Utd,Luke Freeman,Luke,Freeman,England,GB-ENG,1992-03-22,England,Left,181.0,64.0,8,2019-07-03,False,Sheffield_Utd_49/squad/2019-20_squad.csv
2019-20,49262,Brighton,Jason Steele,Jason,Steele,England,GB-ENG,1990-08-18,,Right,188.0,79.0,23.0,2018-07-01,False,Brighton_36/squad/2019-20_squad.csv
2019-20,49384,Sheffield Utd,Jack Rodwell,Jack,Rodwell,England,GB-ENG,1991-03-11,,,188.0,80.0,26,2020-01-03,False,Sheffield_Utd_49/squad/2019-20_squad.csv
2019-20,49413,Palace,James Tomkins,James,Tomkins,England,GB-ENG,1989-03-29,,Right,192.0,74.0,5,2016-06-05,False,Palace_31/squad/2019-20_squad.csv
2019-20,49579,Chelsea,Pedro,Pedro,Rodríguez Ledesma,Spain,ES,1987-07-28,Spain,Both,169.0,65.0,11.0,2015-08-20,False,Chelsea_8/squad/2019-20_squad.csv
2019-20,50093,Brighton,David Button,David,Button,England,GB-ENG,1989-02-27,,Right,191.0,87.0,27.0,2018-07-16,False,Brighton_36/squad/2019-20_squad.csv
2019-20,50175,Watford,Danny Welbeck,Danny,Welbeck,England,GB-ENG,1990-11-26,England,Right,185.0,73.0,38.0,2019-08-07,False,Watford_57/squad/2019-20_squad.csv
2019-20,50232,Newcastle,Jonjo Shelvey,Jonjo,Shelvey,England,GB-ENG,1992-02-27,,Right,184.0,80.0,8.0,2016-01-12,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,50471,Palace,James McArthur,James,McArthur,Scotland,GB-SCT,1987-10-07,,Both,178.0,75.0,18,2014-09-01,False,Palace_31/squad/2019-20_squad.csv
2019-20,50472,Palace,James McCarthy,James,McCarthy,Ireland,IE,1990-11-12,,Right,180.0,72.0,22,2019-08-07,False,Palace_31/squad/2019-20_squad.csv
2019-20,51927,Burnley,Ben Mee,Ben,Mee,England,GB-ENG,1989-09-21,,Left,180.0,74.0,6.0,2012-07-01,False,Burnley_90/squad/2019-20_squad.csv
2019-20,51938,Leicester,Marc Albrighton,Marc,Albrighton,England,GB-ENG,1989-11-18,England,Right,175.0,74.0,11.0,2014-07-01,False,Leicester_13/squad/2019-20_squad.csv
2019-20,51940,Man Utd,David de Gea,David,de Gea,Spain,ES,1990-11-07,Spain,Right,192.0,76.0,1,2011-07-01,False,Man_Utd_1/squad/2019-20_squad.csv
2019-20,52940,Watford,Daryl Janmaat,Daryl,Janmaat,Netherlands,NL,1989-07-22,Netherlands,Right,185.0,80.0,2.0,2016-08-24,False,Watford_57/squad/2019-20_squad.csv
2019-20,54102,West Ham,Jack Wilshere,Jack,Wilshere,England,GB-ENG,1992-01-01,England,Left,172.0,68.0,19,2018-07-09,False,West_Ham_21/squad/2019-20_squad.csv
2019-20,54469,Bournemouth,Adam Smith,Adam,Smith,England,GB-ENG,1991-04-29,,Right,180.0,78.0,15.0,2014-01-28,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,54484,Watford,Kiko Femenía,Francisco,Femenía Far,Spain,ES,1991-02-02,Spain,Right,176.0,61.0,21.0,2017-07-01,False,Watford_57/squad/2019-20_squad.csv
2019-20,54694,Arsenal,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,Gabon,GA,1989-06-18,France,Right,187.0,80.0,14,2018-01-31,False,Arsenal_3/squad/2019-20_squad.csv
2019-20,54861,Palace,Christian Benteke,Christian,Benteke,Belgium,BE,1990-12-03,Congo DR,Right,190.0,83.0,17,2016-08-20,False,Palace_31/squad/2019-20_squad.csv
2019-20,55037,Palace,Cheikhou Kouyaté,Cheikhou,Kouyaté,Senegal,SN,1989-12-21,Senegal,Right,189.0,83.0,8,2018-08-01,False,Palace_31/squad/2019-20_squad.csv
2019-20,55422,Everton,Gylfi Sigurdsson,Gylfi,Sigurdsson,Iceland,IS,1989-09-08,Iceland,Right,186.0,79.0,10,2017-08-16,False,Everton_11/squad/2019-20_squad.csv
2019-20,55452,Everton,Yannick Bolasie,Yannick,Bolasie,DR Congo,CD,1989-05-24,France,Right,188.0,84.0,29,2016-08-15,False,Everton_11/squad/2019-20_squad.csv
2019-20,55459,West Ham,Aaron Cresswell,Aaron,Cresswell,England,GB-ENG,1989-12-15,,Left,170.0,66.0,3,2014-07-03,False,West_Ham_21/squad/2019-20_squad.csv
2019-20,55494,Palace,Joel Ward,Joel,Ward,England,GB-ENG,1989-10-29,,Right,188.0,83.0,2,2012-05-29,False,Palace_31/squad/2019-20_squad.csv
2019-20,55605,Spurs,Toby Alderweireld,Toby,Alderweireld,Belgium,BE,1989-03-02,Belgium,Right,187.0,90.0,4.0,2015-07-08,False,Spurs_6/squad/2019-20_squad.csv
2019-20,55909,Man Utd,Chris Smalling,Chris,Smalling,England,GB-ENG,1989-11-22,England,Right,194.0,81.0,12,2010-07-01,False,Man_Utd_1/squad/2019-20_squad.csv
2019-20,56377,West Ham,Andriy Yarmolenko,Andriy,Yarmolenko,Ukraine,UA,1989-10-23,Russia,Left,189.0,81.0,7,2018-07-11,False,West_Ham_21/squad/2019-20_squad.csv
2019-20,56872,Bournemouth,Junior Stanislas,Junior,Stanislas,England,GB-ENG,1989-11-26,,Right,183.0,76.0,19.0,2014-07-01,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,56917,Bournemouth,Steve Cook,Steve,Cook,England,GB-ENG,1991-04-19,,Right,185.0,82.0,3.0,2012-01-03,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,56979,Liverpool,Jordan Henderson,Jordan,Henderson,England,GB-ENG,1990-06-17,England,Right,182.0,67.0,14.0,2011-06-09,False,Liverpool_14/squad/2019-20_squad.csv
2019-20,56983,Newcastle,Matt Ritchie,Matt,Ritchie,Scotland,GB-SCT,1989-09-10,England,Left,172.0,76.0,11.0,2016-07-01,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,57127,Norwich,Teemu Pukki,Teemu,Pukki,Finland,FI,1990-03-29,Finland,Right,180.0,80.0,22,2018-07-01,False,Norwich_45/squad/2019-20_squad.csv
2019-20,57145,Newcastle,Federico Fernández,Federico,Fernández,Argentina,AR,1989-02-21,Argentina,Right,190.0,83.0,18.0,2018-08-09,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,57249,Arsenal,Henrikh Mkhitaryan,Henrikh,Mkhitaryan,Armenia,AM,1989-01-21,Armenia,Both,177.0,75.0,7,2018-01-22,False,Arsenal_3/squad/2019-20_squad.csv
2019-20,57410,Man City,Nicolás Otamendi,Nicolás,Otamendi,Argentina,AR,1988-02-12,Argentina,Right,183.0,81.0,30.0,2015-08-20,False,Man_City_43/squad/2019-20_squad.csv
2019-20,57513,Everton,Jonas Lössl,Jonas,Lössl,Denmark,DK,1989-02-01,Denmark,Right,195.0,89.0,49,2019-07-01,False,Everton_11/squad/2019-20_squad.csv
2019-20,57531,West Ham,Michail Antonio,Michail,Antonio,England,GB-ENG,1990-03-28,,Right,180.0,82.0,30,2015-09-01,False,West_Ham_21/squad/2019-20_squad.csv
2019-20,58376,Southampton,Alex McCarthy,Alex,McCarthy,England,GB-ENG,1989-12-03,,Right,193.0,79.0,1.0,2016-08-01,False,Southampton_20/squad/2019-20_squad.csv
2019-20,58498,Man Utd,Odion Ighalo,Odion,Ighalo,Nigeria,NG,1989-06-16,Nigeria,Right,181.0,73.0,25,2020-01-31,True,Man_Utd_1/squad/2019-20_squad.csv
2019-20,58621,Man City,Kyle Walker,Kyle,Walker,England,GB-ENG,1990-05-28,England,Right,178.0,70.0,2.0,2017-07-14,False,Man_City_43/squad/2019-20_squad.csv
2019-20,58786,Palace,Martin Kelly,Martin,Kelly,England,GB-ENG,1990-04-27,,Right,191.0,77.0,34,2014-08-14,False,Palace_31/squad/2019-20_squad.csv
2019-20,58822,Arsenal,Cédric Soares,Cédric Ricardo,Alves Soares,Portugal,PT,1991-08-31,Germany,Right,172.0,67.0,17,2020-01-31,True,Arsenal_3/squad/2019-20_squad.csv
2019-20,58822,Southampton,Cédric Soares,Cédric Ricardo,Alves Soares,Portugal,PT,1991-08-31,Germany,Right,172.0,67.0,2.0,2015-06-18,False,Southampton_20/squad/2019-20_squad.csv
2019-20,58845,Newcastle,Ciaran Clark,Ciaran,Clark,Ireland,IE,1989-09-26,,Left,185.0,88.0,2.0,2016-08-03,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,58893,Man Utd,Marcos Rojo,Marcos,Rojo,Argentina,AR,1990-03-20,Argentina,Left,187.0,85.0,16,2014-08-20,False,Man_Utd_1/squad/2019-20_squad.csv
2019-20,59125,Palace,Connor Wickham,Connor,Wickham,England,GB-ENG,1993-03-31,,Right,191.0,90.0,21,2015-08-03,False,Palace_31/squad/2019-20_squad.csv
2019-20,59735,Newcastle,Karl Darlow,Karl,Darlow,England,GB-ENG,1990-10-08,,Right,190.0,88.0,26.0,2014-08-04,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,59859,Man City,Ilkay Gündogan,Ilkay,Gündogan,Germany,DE,1990-10-24,Germany,Right,180.0,80.0,8.0,2016-07-01,False,Man_City_43/squad/2019-20_squad.csv
2019-20,59949,Everton,Séamus Coleman,Séamus,Coleman,Ireland,IE,1988-10-11,Republic of Ireland,Right,177.0,67.0,23,2009-02-02,False,Everton_11/squad/2019-20_squad.csv
2019-20,59966,Arsenal,Alexandre Lacazette,Alexandre,Lacazette,France,FR,1991-05-28,France,Right,175.0,73.0,9,2017-07-05,False,Arsenal_3/squad/2019-20_squad.csv
2019-20,60232,Watford,Craig Dawson,Craig,Dawson,England,GB-ENG,1990-05-06,,Right,188.0,82.0,4.0,2019-07-01,False,Watford_57/squad/2019-20_squad.csv
2019-20,60252,Palace,Andros Townsend,Andros,Townsend,England,GB-ENG,1991-07-16,England,Left,181.0,77.0,10,2016-07-01,False,Palace_31/squad/2019-20_squad.csv
2019-20,60307,Brighton,Pascal Groß,Pascal,Groß,Germany,DE,1991-06-15,Germany,Both,181.0,78.0,13.0,2017-07-01,False,Brighton_36/squad/2019-20_squad.csv
2019-20,60551,Burnley,Ashley Westwood,Ashley,Westwood,England,GB-ENG,1990-04-01,,Right,175.0,80.0,18.0,2017-01-31,False,Burnley_90/squad/2019-20_squad.csv
2019-20,60586,Burnley,Jóhann Gudmundsson,Jóhann,Gudmundsson,Iceland,IS,1990-10-27,Iceland,Left,186.0,78.0,7.0,2016-07-19,False,Burnley_90/squad/2019-20_squad.csv
2019-20,60689,Burnley,Chris Wood,Chris,Wood,New Zealand,NZ,1991-12-07,New Zealand,Right,191.0,81.0,9.0,2017-08-21,False,Burnley_90/squad/2019-20_squad.csv
2019-20,60706,Liverpool,Adrián,Adrián,San Miguel del Castillo,Spain,ES,1987-01-03,Spain,,190.0,80.0,13.0,2019-08-05,False,Liverpool_14/squad/2019-20_squad.csv
2019-20,60914,Liverpool,Joel Matip,Joel,Matip,Cameroon,CM,1991-08-08,Germany,Right,195.0,90.0,32.0,2016-07-01,False,Liverpool_14/squad/2019-20_squad.csv
2019-20,61366,Man City,Kevin De Bruyne,Kevin,De Bruyne,Belgium,BE,1991-06-28,Belgium,Right,181.0,68.0,17.0,2015-08-30,False,Man_City_43/squad/2019-20_squad.csv
2019-20,61566,Watford,Roberto Pereyra,Roberto,Pereyra,Argentina,AR,1991-01-07,Argentina,Both,182.0,77.0,37.0,2016-08-19,False,Watford_57/squad/2019-20_squad.csv
2019-20,61603,Chelsea,Daniel Drinkwater,Daniel,Drinkwater,England,GB-ENG,1990-03-05,England,Right,178.0,79.0,6.0,2017-08-31,False,Chelsea_8/squad/2019-20_squad.csv
2019-20,61603,Villa,Daniel Drinkwater,Daniel,Drinkwater,England,GB-ENG,1990-03-05,England,Right,178.0,79.0,4,2020-01-07,True,Villa_7/squad/2019-20_squad.csv
2019-20,61604,Leicester,Matty James,Matty,James,England,GB-ENG,1991-07-22,,Right,181.0,86.0,22.0,2012-07-01,False,Leicester_13/squad/2019-20_squad.csv
2019-20,61933,Brighton,Shane Duffy,Shane,Duffy,Ireland,IE,1992-01-01,Northern Ireland,Right,193.0,76.0,4.0,2016-08-26,False,Brighton_36/squad/2019-20_squad.csv
2019-20,62398,Man Utd,Nemanja Matic,Nemanja,Matic,Serbia,RS,1988-08-01,Yugoslavia,Left,194.0,85.0,31,2017-07-31,False,Man_Utd_1/squad/2019-20_squad.csv
2019-20,62974,Spurs,Erik Lamela,Erik,Lamela,Argentina,AR,1992-03-04,Argentina,Left,181.0,79.0,11.0,2013-08-30,False,Spurs_6/squad/2019-20_squad.csv
2019-20,63426,Sheffield Utd,Enda Stevens,Enda,Stevens,Ireland,IE,1990-07-09,,Left,183.0,78.0,3,2017-07-01,False,Sheffield_Utd_49/squad/2019-20_squad.csv
2019-20,66242,Brighton,Davy Pröpper,Davy,Pröpper,Netherlands,NL,1991-09-02,Netherlands,Right,185.0,79.0,24.0,2017-08-07,False,Brighton_36/squad/2019-20_squad.csv
2019-20,66838,Everton,Cenk Tosun,Cenk,Tosun,Turkey,TR,1991-06-07,Germany,Right,183.0,78.0,14,2018-01-05,False,Everton_11/squad/2019-20_squad.csv
2019-20,66975,Palace,Luka Milivojevic,Luka,Milivojevic,Serbia,RS,1991-04-07,Yugoslavia,Right,186.0,80.0,4,2017-01-31,False,Palace_31/squad/2019-20_squad.csv
2019-20,67089,Newcastle,Martin Dubravka,Martin,Dubravka,Slovakia,SK,1989-01-15,Slovakia,Right,190.0,80.0,1.0,2018-07-01,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,67184,Wolves,Roderick Miranda,Roderick Jefferson,Gonçalves Miranda,Portugal,PT,1991-03-30,Portugal,Both,191.0,85.0,,2017-06-13,False,Wolves_39/squad/2019-20_squad.csv
2019-20,68312,Liverpool,Xherdan Shaqiri,Xherdan,Shaqiri,Switzerland,CH,1991-10-10,Kosovo,Both,169.0,72.0,23.0,2018-07-13,False,Liverpool_14/squad/2019-20_squad.csv
2019-20,68983,Burnley,Matthew Lowton,Matthew,Lowton,England,GB-ENG,1989-06-09,,Right,180.0,78.0,2.0,2015-06-22,False,Burnley_90/squad/2019-20_squad.csv
2019-20,69140,Arsenal,Shkodran Mustafi,Shkodran,Mustafi,Germany,DE,1992-04-17,Germany,Right,184.0,82.0,20,2016-08-30,False,Arsenal_3/squad/2019-20_squad.csv
2019-20,71738,Norwich,Marco Stiepermann,Marco,Stiepermann,Germany,DE,1991-02-09,Germany,Left,190.0,86.0,18,2017-08-06,False,Norwich_45/squad/2019-20_squad.csv
2019-20,73426,Watford,Andre Gray,Andre,Gray,England,GB-ENG,1991-06-26,,Right,178.0,83.0,18.0,2017-08-09,False,Watford_57/squad/2019-20_squad.csv
2019-20,74208,Man Utd,Paul Pogba,Paul,Pogba,France,FR,1993-03-15,France,Right,191.0,84.0,6,2016-08-09,False,Man_Utd_1/squad/2019-20_squad.csv
2019-20,74230,Palace,Patrick van Aanholt,Patrick,van Aanholt,Netherlands,NL,1990-08-29,Netherlands,Left,176.0,74.0,3,2017-01-30,False,Palace_31/squad/2019-20_squad.csv
2019-20,74375,Brighton,Ezequiel Schelotto,Ezequiel,Schelotto,Italy,IT,1989-05-23,Argentina,Right,187.0,77.0,21.0,2017-08-31,False,Brighton_36/squad/2019-20_squad.csv
2019-20,74471,Brighton,Aaron Mooy,Aaron,Mooy,Australia,AU,1990-09-15,Australia,Right,174.0,68.0,18.0,2020-01-24,False,Brighton_36/squad/2019-20_squad.csv
2019-20,74854,Sheffield Utd,Simon Moore,Simon,Moore,England,GB-ENG,1990-05-19,England,Right,191.0,83.0,25,2016-08-19,False,Sheffield_Utd_49/squad/2019-20_squad.csv
2019-20,75115,Bournemouth,Callum Wilson,Callum,Wilson,England,GB-ENG,1992-02-27,,Right,180.0,66.0,13.0,2014-07-06,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,76306,Norwich,Lukas Rupp,Lukas,Rupp,Germany,DE,1991-01-08,Germany,Right,178.0,73.0,7,2020-01-13,False,Norwich_45/squad/2019-20_squad.csv
2019-20,76359,Man Utd,Phil Jones,Phil,Jones,England,GB-ENG,1992-02-21,England,Right,180.0,71.0,4,2011-06-13,False,Man_Utd_1/squad/2019-20_squad.csv
2019-20,77359,Newcastle,Florian Lejeune,Florian,Lejeune,France,FR,1991-05-20,France,Right,189.0,89.0,20.0,2017-07-04,False,Newcastle_4/squad/2019-20_squad.csv
2019-20,78007,Bournemouth,Joshua King,Joshua,King,Norway,NO,1992-01-15,Norway,Right,180.0,74.0,27.0,2015-07-01,False,Bournemouth_91/squad/2019-20_squad.csv
2019-20,78056,Southampton,Oriol Romeu,Oriol,Romeu,Spain,ES,1991-09-24,Spain,Right,183.0,83.0,6.0,2015-08-12,False,Southampton_20/squad/2019-20_squad.csv
2019-20,78607,Norwich,Kenny McLean,Kenny,McLean,Scotland,GB-SCT,1992-01-08,,Left,183.0,70.0,23,2018-01-21,False,Norwich_45/squad/2019-20_squad.csv
2019-20,78830,Spurs,Harry Kane,Harry,Kane,England,GB-ENG,1993-07-28,England,Right,188.0,86.0,10.0,2009-07-01,False,Spurs_6/squad/2019-20_squad.csv
2019-20,78916,Brighton,Dan Burn,Dan,Burn,England,GB-ENG,1992-05-09,,Left,198.0,87.0,33.0,2018-08-09,False,Brighton_36/squad/2019-20_squad.csv
2019-20,79852,Villa,Jed Steer,Jed,Steer,England,GB-ENG,1992-09-23,,Left,183.0,80.0,12,2013-07-01,False,Villa_7/squad/2019-20_squad.csv
2019-20,79934,Sheffield Utd,Oliver Norwood,Oliver,Norwood,Northern Ireland,GB-NIR,1991-04-12,,Right,180.0,75.0,16,2019-01-04,False,Sheffield_Utd_49/squad/2019-20_squad.csv
2019-20,80146,Palace,Jordan Ayew,Jordan,Ayew,Ghana,GH,1991-09-11,France,Right,182.0,80.0,9,2019-07-25,False,Palace_31/squad/2019-20_squad.csv
2019-20,80201,Arsenal,Bernd Leno,Bernd,Leno,Germany,DE,1992-03-04,Germany,Right,190.0,83.0,1,2018-06-19,False,Arsenal_3/squad/2019-20_squad.csv
2019-20,80226,Spurs,Serge Aurier,Serge,Aurier,Cote d’Ivoire,CI,1992-12-24,Côte d'Ivoire,Right,176.0,76.0,24.0,2017-08-31,False,Spurs_6/squad/2019-20_squad.csv
2019-20,80447,Southampton,Maya Yoshida,Maya,Yoshida,Japan,JP,1988-08-24,Japan,Right,189.0,78.0,3.0,2012-08-31,False,Southampton_20/squad/2019-20_squad.csv
2019-20,81012,West Ham,Ryan Fredericks,Ryan,Fredericks,England,GB-ENG,1992-10-10,,Right,181.0,74.0,24,2018-07-01,False,West_Ham_21/squad/2019-20_squad.csv
2019-20,81048,Norwich,Josip Drmic,Josip,Drmic,Switzerland,CH,1992-08-08,Switzerland,Right,183.0,81.0,20,2019-07-01,False,Norwich_45/squad/2019-20_squad.csv
